Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
18,Male,Other,High School,Facebook,Networking,6.0,211,2.9,1.6,5.4,High,4.3
24,Male,Other,Graduate,Facebook,Networking,1.9,110,6.4,2.8,7.7,Low,8.2
21,Female,Lithuania,Undergraduate,Facebook,Networking,3.4,120,4.4,2.0,6.9,Low,6.9
18,Male,Australia,High School,Twitter,News,3.9,154,4.8,2.4,7.0,Medium,6.3
19,Female,Other,Undergraduate,Snapchat,Entertainment,4.6,167,4.8,1.9,5.9,High,6.3
21,Male,Poland,Undergraduate,Facebook,Networking,4.1,153,5.0,2.3,7.9,High,7.2
19,Female,Mexico,Undergraduate,TikTok,Entertainment,6.2,203,1.9,2.2,6.4,High,4.7
18,Male,Other,High School,Facebook,Networking,4.0,124,4.5,1.2,7.0,Medium,8.1
24,Male,Other,Graduate,Facebook,Networking,2.0,110,6.4,3.0,7.9,Low,8.2
19,Female,Germany,Undergraduate,Snapchat,Entertainment,5.2,183,1.8,0.8,7.4,Medium,6.2
22,Female,Other,Undergraduate,Snapchat,Entertainment,2.4,102,6.1,2.9,7.8,Medium,8.8
20,Female,Other,Undergraduate,Snapchat,Entertainment,4.0,136,2.7,1.7,7.5,Medium,7.0
21,Male,Denmark,Undergraduate,Facebook,Networking,3.1,125,5.5,2.7,9.1,Low,7.7
22,Male,India,Undergraduate,WhatsApp,Education,6.6,210,0.8,1.9,6.1,High,5.0
21,Male,Canada,Undergraduate,TikTok,Entertainment,7.0,203,1.2,1.3,4.6,Very High,4.4
21,Female,India,Undergraduate,YouTube,Education,2.6,94,5.6,3.1,7.4,Low,7.1
23,Female,Iraq,Graduate,LinkedIn,Education,3.0,100,4.4,2.1,6.9,Medium,8.3
19,Female,Ireland,Undergraduate,Instagram,Entertainment,6.0,189,2.1,1.9,5.2,Very High,4.8
21,Male,Denmark,Undergraduate,Facebook,Networking,2.6,116,5.5,2.7,8.5,Medium,8.0
18,Male,Other,High School,Snapchat,Entertainment,6.8,220,1.0,1.8,5.4,Very High,5.1
22,Male,Australia,Undergraduate,YouTube,Education,6.1,210,1.3,2.2,5.7,Very High,4.7
19,Female,Other,Undergraduate,YouTube,Education,7.0,233,0.8,1.2,5.4,Very High,4.8
23,Male,Other,Graduate,TikTok,Entertainment,5.4,188,3.1,1.6,7.0,High,6.8
19,Female,Japan,Undergraduate,LINE,News,2.9,112,5.4,2.5,8.4,Medium,7.9
22,Female,Other,Undergraduate,Twitter,News,3.1,126,4.1,1.6,8.1,Low,7.1
24,Female,Other,Graduate,YouTube,Education,8.2,229,0.9,0.6,4.7,Very High,5.6
18,Male,Other,High School,Twitter,News,1.6,91,6.6,2.7,9.2,Low,8.5
20,Female,Other,Undergraduate,LinkedIn,Education,2.8,107,5.5,2.6,8.6,Low,8.0
21,Male,Egypt,Undergraduate,YouTube,Education,4.0,150,4.6,1.8,6.4,Medium,7.4
22,Male,Other,Undergraduate,Facebook,Networking,5.5,199,2.4,0.7,4.7,High,4.8
18,Male,Other,High School,Facebook,Networking,3.0,132,4.9,2.7,8.1,Medium,7.7
18,Female,Other,High School,Snapchat,Entertainment,3.4,106,3.4,2.3,7.8,Low,8.7
21,Male,Egypt,Undergraduate,YouTube,Education,3.6,150,4.3,1.4,6.8,Medium,6.7
19,Female,Ireland,Undergraduate,Instagram,Entertainment,6.1,199,1.4,2.1,5.6,Very High,5.1
18,Male,Other,High School,Snapchat,Entertainment,7.8,240,1.0,1.3,5.0,Very High,5.7
23,Female,Other,Graduate,YouTube,Education,4.6,171,3.4,2.3,7.3,High,6.1
23,Female,UK,Graduate,Snapchat,Entertainment,5.5,176,3.0,2.3,5.5,Very High,4.8
22,Male,Denmark,Undergraduate,Facebook,Networking,2.8,117,4.5,2.7,9.0,Low,8.7
19,Male,Denmark,Undergraduate,Instagram,Entertainment,4.7,148,3.8,1.3,7.4,Medium,6.9
18,Male,Other,High School,LinkedIn,Education,7.1,219,1.3,1.7,5.7,Very High,5.0
19,Female,Nepal,Undergraduate,TikTok,Entertainment,6.4,183,1.0,1.9,5.1,Very High,5.9
18,Female,Other,High School,Facebook,Networking,7.6,219,0.9,1.8,4.3,Very High,5.8
21,Female,Other,Undergraduate,TikTok,Entertainment,3.8,148,4.5,1.9,7.9,High,9.0
20,Female,Australia,Undergraduate,Facebook,Networking,4.0,151,2.6,1.5,7.4,Medium,7.1
23,Female,Other,Graduate,YouTube,Education,5.5,195,3.5,2.5,6.2,High,6.4
19,Male,Other,Undergraduate,Instagram,Entertainment,2.9,94,5.4,1.8,8.2,Low,7.5
22,Male,Other,Undergraduate,Twitter,News,5.4,189,3.8,2.0,6.4,High,7.0
19,Male,Other,Undergraduate,TikTok,Entertainment,5.2,163,3.7,1.7,7.0,Medium,6.4
19,Male,Other,Undergraduate,Facebook,Networking,4.8,170,4.1,2.7,6.1,High,6.4
20,Male,Other,Undergraduate,Instagram,Entertainment,4.8,172,3.7,2.0,7.0,Medium,6.6
20,Female,Australia,Undergraduate,Snapchat,Entertainment,7.8,235,1.2,1.4,5.3,Very High,4.9
21,Male,Denmark,Undergraduate,Facebook,Networking,3.0,141,4.3,2.7,8.5,Medium,7.8
19,Male,Other,Undergraduate,TikTok,Entertainment,4.8,174,3.2,1.6,6.6,High,6.3
20,Female,Australia,Undergraduate,Snapchat,Entertainment,7.4,235,1.2,1.3,5.0,Very High,4.8
22,Male,Denmark,Undergraduate,Facebook,Networking,3.2,117,4.7,3.0,8.9,Low,7.9
20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.6,154,3.0,3.3,8.2,Medium,7.9
19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.7,157,3.0,2.4,6.9,Medium,5.1
21,Female,India,Undergraduate,Facebook,Networking,3.1,139,5.4,2.2,7.2,Medium,8.5
21,Female,Other,Undergraduate,Facebook,Networking,8.1,251,0.9,1.7,5.9,Very High,5.1
23,Male,Canada,Graduate,Instagram,Entertainment,5.3,182,2.8,1.5,7.2,High,6.0
20,Male,Other,Undergraduate,Twitter,News,2.7,114,4.9,1.9,8.4,Low,7.6
24,Male,Ireland,Graduate,Instagram,Entertainment,5.7,173,2.8,1.4,6.5,High,6.0
21,Female,India,Undergraduate,TikTok,Entertainment,5.7,192,2.2,2.0,6.5,Very High,6.1
21,Male,Australia,Undergraduate,YouTube,Education,6.8,211,1.6,1.5,5.8,Very High,5.0
22,Male,Other,Undergraduate,Twitter,News,5.8,208,1.7,2.1,4.7,Very High,5.6
20,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.8,169,2.0,1.9,6.9,High,5.8
19,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,6.1,188,1.3,2.0,5.9,High,6.0
18,Female,Other,High School,Facebook,Networking,7.6,246,1.1,0.9,5.6,Very High,4.0
22,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.9,150,4.5,1.4,6.3,High,5.0
24,Male,Other,Graduate,Twitter,News,8.0,232,0.8,1.0,5.9,Very High,4.7
24,Female,Other,Graduate,TikTok,Entertainment,6.1,208,2.6,2.0,5.7,High,5.6
22,Male,Other,Undergraduate,Twitter,News,5.7,199,1.4,1.2,6.2,High,7.0
21,Female,Jordan,Undergraduate,TikTok,Entertainment,5.6,166,2.2,1.7,5.9,High,5.1
20,Male,Other,Undergraduate,Facebook,Networking,5.0,149,2.6,1.9,7.3,Medium,6.0
19,Male,Other,Undergraduate,Facebook,Networking,5.3,171,1.9,1.6,6.2,High,6.0
18,Female,USA,High School,Facebook,Networking,3.0,128,5.5,2.8,7.8,Medium,8.6
19,Female,Maldives,Undergraduate,Instagram,Entertainment,4.7,158,3.2,2.1,7.4,Medium,8.1
18,Female,Czech Republic,High School,Snapchat,Entertainment,6.4,195,3.6,1.6,5.0,Very High,4.3
21,Male,UK,Undergraduate,Facebook,Networking,4.5,168,3.0,2.0,6.8,Medium,6.1
22,Female,Other,Undergraduate,TikTok,Entertainment,7.1,228,1.0,0.2,4.8,Very High,5.8
21,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.6,196,1.9,1.2,5.5,Very High,5.8
21,Male,Other,Undergraduate,Snapchat,Entertainment,3.5,125,3.5,2.1,7.5,Medium,8.7
22,Male,Japan,Undergraduate,Twitter,News,4.6,149,3.1,3.7,7.4,Medium,8.0
24,Male,South Africa,Graduate,LinkedIn,Education,2.6,113,6.3,3.2,7.4,Medium,7.7
19,Male,USA,Undergraduate,TikTok,Entertainment,7.4,220,1.2,0.6,5.0,Very High,4.7
20,Female,Spain,Undergraduate,TikTok,Entertainment,3.7,144,3.4,2.3,7.9,Low,5.9
22,Female,USA,Undergraduate,LinkedIn,Education,4.1,154,3.2,1.1,7.0,Medium,6.7
19,Male,Other,Undergraduate,LinkedIn,Education,7.8,252,1.6,-0.3,5.7,Very High,4.3
19,Male,Australia,Undergraduate,YouTube,Education,5.7,193,1.9,1.6,5.7,High,5.6
18,Male,Other,High School,Snapchat,Entertainment,5.8,212,2.5,1.5,5.0,Very High,5.6
23,Male,Germany,Graduate,Facebook,Networking,7.6,214,1.2,2.5,5.7,Very High,5.2
22,Male,Maldives,Undergraduate,TikTok,Entertainment,4.5,145,1.9,1.6,4.3,High,6.1
19,Female,Other,Undergraduate,YouTube,Education,7.1,242,1.5,1.2,5.7,Very High,4.8
18,Male,Trinidad,High School,TikTok,Entertainment,5.4,176,1.6,1.0,5.4,Very High,4.6
22,Male,Other,Undergraduate,Facebook,Networking,7.0,196,0.9,0.7,5.2,Very High,4.6
22,Male,Greece,Undergraduate,Facebook,Networking,3.3,122,3.6,1.9,6.8,Low,7.1
23,Female,UK,Graduate,TikTok,Entertainment,6.0,177,2.0,2.0,6.4,Very High,5.1
20,Female,Maldives,Undergraduate,Instagram,Entertainment,3.4,151,2.4,2.7,8.5,Medium,8.0
24,Male,Other,Graduate,TikTok,Entertainment,6.5,209,1.1,1.8,5.7,Very High,5.5
24,Female,USA,Graduate,Instagram,Entertainment,7.6,231,1.1,0.7,5.3,Very High,5.1
19,Male,USA,Undergraduate,LinkedIn,Education,6.0,171,1.1,2.3,5.3,High,4.8
20,Female,Sri Lanka,Undergraduate,Facebook,Networking,5.0,172,2.9,2.1,7.5,High,6.8
22,Male,Ireland,Undergraduate,Twitter,News,6.0,206,2.7,2.1,6.9,High,5.9
21,Male,India,Undergraduate,WhatsApp,News,6.5,224,3.3,1.5,5.6,Very High,4.9
20,Female,Other,Undergraduate,YouTube,Education,3.0,107,5.4,2.5,7.6,Low,7.5
21,Female,India,Undergraduate,TikTok,Entertainment,2.8,95,6.3,2.5,8.8,Low,7.6
19,Female,Brazil,Undergraduate,WhatsApp,Networking,5.9,201,1.1,0.6,6.4,Very High,6.0
20,Female,Australia,Undergraduate,Instagram,Entertainment,4.5,170,2.0,2.9,7.2,Medium,7.1
24,Male,Mexico,Graduate,Facebook,Networking,6.5,194,2.4,0.5,6.4,High,4.8
22,Male,Poland,Undergraduate,TikTok,Entertainment,6.4,212,1.1,1.1,6.3,Very High,5.0
19,Female,Other,Undergraduate,Twitter,News,5.1,158,2.5,1.4,6.6,High,6.2
18,Female,Other,High School,YouTube,Education,6.3,209,1.3,1.4,5.9,High,4.1
19,Female,Other,Undergraduate,TikTok,Entertainment,8.3,260,0.8,1.6,5.5,Very High,5.7
18,Female,UK,High School,Twitter,News,3.7,122,5.3,1.5,7.2,High,7.0
18,Male,Other,High School,Instagram,Entertainment,7.1,222,1.2,1.2,5.6,Very High,4.8
21,Male,India,Undergraduate,Snapchat,Entertainment,2.2,106,6.2,2.0,7.1,Medium,8.3
22,Male,Canada,Undergraduate,YouTube,Education,4.1,149,3.6,2.4,7.3,Medium,7.9
23,Female,India,Graduate,TikTok,Entertainment,6.2,192,1.8,1.8,5.0,Very High,4.9
18,Male,Other,High School,LinkedIn,Education,3.9,135,3.7,1.3,6.5,Medium,5.8
19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.3,149,2.1,1.2,7.0,Medium,4.9
22,Male,Germany,Undergraduate,Instagram,Entertainment,3.8,158,2.8,1.7,7.7,Medium,7.8
21,Male,Turkey,Undergraduate,Instagram,Entertainment,3.9,138,2.8,1.2,8.2,Medium,6.0
19,Female,Other,Undergraduate,Twitter,News,5.7,191,3.5,1.3,5.5,Very High,5.3
19,Female,USA,Undergraduate,Instagram,Entertainment,7.4,236,0.9,0.4,4.7,Very High,4.5
24,Female,Other,Graduate,TikTok,Entertainment,4.7,174,4.6,2.3,6.6,High,6.3
18,Male,Australia,High School,Twitter,News,4.7,143,3.9,1.2,6.2,High,6.6
22,Male,Other,Undergraduate,Facebook,Networking,7.7,250,1.1,0.2,4.8,Very High,5.9
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.4,156,3.1,1.3,7.6,Medium,6.8
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.3,152,3.8,2.1,7.8,High,6.3
20,Female,Nepal,Undergraduate,TikTok,Entertainment,5.7,173,0.9,1.7,5.4,Very High,5.7
18,Male,Other,High School,LinkedIn,Education,6.7,191,1.8,1.8,4.7,Very High,5.0
22,Male,Germany,Undergraduate,Instagram,Entertainment,3.9,139,4.5,2.5,7.9,Medium,7.7
23,Female,India,Graduate,Twitter,News,1.8,68,5.8,3.3,7.2,Medium,8.9
24,Male,India,Graduate,LinkedIn,Education,7.9,261,0.7,0.5,5.2,Very High,5.0
18,Male,Other,High School,LinkedIn,Education,3.7,133,4.3,1.6,7.3,High,6.9
22,Female,USA,Undergraduate,LinkedIn,Education,4.1,143,3.4,2.4,7.0,High,6.6
22,Male,Mexico,Undergraduate,WhatsApp,Entertainment,5.9,186,1.5,1.1,5.7,Very High,5.9
19,Female,Other,Undergraduate,Facebook,Networking,5.9,187,1.7,1.0,4.8,High,4.6
21,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.3,196,2.0,1.2,5.6,Very High,6.1
19,Female,Canada,Undergraduate,Instagram,Entertainment,4.4,144,3.5,1.9,6.2,High,6.7
21,Male,India,Undergraduate,Facebook,Networking,4.9,181,4.0,2.0,7.9,Medium,6.9
21,Male,Poland,Undergraduate,Facebook,Networking,3.3,145,4.6,2.3,8.3,Medium,7.1
21,Female,Canada,Undergraduate,Instagram,Entertainment,3.3,110,3.6,1.7,7.1,Low,7.0
21,Female,India,Undergraduate,Instagram,Entertainment,5.4,171,2.3,1.6,4.8,High,5.8
20,Male,Tajikistan,Undergraduate,YouTube,Education,4.3,151,1.5,3.2,6.2,High,6.1
23,Male,Other,Graduate,Snapchat,Entertainment,6.2,218,1.4,2.1,5.5,Very High,5.0
22,Female,Other,Undergraduate,Snapchat,Entertainment,6.3,210,1.2,1.9,5.4,Very High,5.6
21,Male,Germany,Undergraduate,Instagram,Entertainment,1.9,103,7.2,1.4,8.8,Low,8.6
20,Female,Spain,Undergraduate,TikTok,Entertainment,4.5,165,2.3,2.4,7.9,Medium,5.7
21,Male,Other,Undergraduate,TikTok,Entertainment,3.2,123,4.3,3.2,7.0,Medium,7.2
22,Female,USA,Undergraduate,YouTube,Education,7.1,244,1.3,1.3,4.6,Very High,5.5
19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.4,198,1.6,1.1,5.4,Very High,4.8
19,Male,France,Undergraduate,Snapchat,Entertainment,4.8,162,2.0,2.3,6.5,Medium,5.0
22,Male,Germany,Undergraduate,Facebook,Networking,3.8,137,2.7,2.6,7.4,Medium,7.9
22,Male,Mexico,Undergraduate,WhatsApp,Education,6.9,212,1.1,0.7,5.0,Very High,5.5
19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.0,135,3.9,1.3,7.7,High,6.8
20,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.4,169,3.8,2.2,7.2,Medium,5.2
21,Male,UK,Undergraduate,YouTube,Education,6.0,192,2.8,0.9,5.2,High,5.8
22,Female,Other,Undergraduate,Instagram,Entertainment,4.4,148,2.8,2.0,6.7,High,6.9
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.6,147,3.2,3.0,7.6,Medium,6.0
20,Female,Other,Undergraduate,TikTok,Entertainment,3.6,157,5.3,2.4,8.6,Medium,8.6
19,Female,Other,Undergraduate,Twitter,News,5.8,166,2.3,1.3,4.8,Very High,5.2
22,Male,Turkey,Undergraduate,TikTok,Entertainment,4.9,163,4.6,1.4,7.5,Medium,5.8
20,Male,USA,Undergraduate,Instagram,Entertainment,4.1,150,2.9,2.2,6.4,Medium,7.0
20,Male,Canada,Undergraduate,LinkedIn,Education,4.4,144,4.1,1.3,6.7,Medium,6.5
20,Male,Australia,Undergraduate,LinkedIn,Education,3.2,141,4.0,1.5,8.7,Medium,7.9
23,Female,Poland,Graduate,Instagram,Entertainment,6.2,188,1.1,0.7,6.4,High,4.9
21,Female,USA,Undergraduate,LinkedIn,Education,5.6,173,3.1,1.7,6.8,High,6.8
22,Male,Germany,Undergraduate,Instagram,Entertainment,3.3,122,4.7,1.9,8.1,Low,7.9
20,Male,UK,Undergraduate,Facebook,Networking,6.6,187,2.0,1.3,6.3,Very High,5.0
21,Male,Mexico,Undergraduate,WhatsApp,Education,6.4,172,1.8,1.7,5.8,Very High,6.1
21,Male,Italy,Undergraduate,Instagram,Entertainment,5.2,186,2.0,3.1,6.9,High,5.1
19,Female,France,Undergraduate,Instagram,Entertainment,4.5,156,5.9,1.0,7.8,Medium,7.2
21,Female,Other,Undergraduate,TikTok,Entertainment,7.6,249,0.8,1.3,4.8,Very High,4.8
23,Female,Other,Graduate,TikTok,Entertainment,3.0,124,5.0,2.6,7.5,Medium,9.2
19,Male,Other,Undergraduate,Facebook,Networking,5.3,192,2.4,1.3,6.7,High,6.8
23,Male,UK,Graduate,Instagram,Entertainment,4.0,126,5.4,2.0,8.2,Medium,7.0
24,Male,Other,Graduate,Snapchat,Entertainment,6.2,215,1.4,1.8,5.3,Very High,4.4
24,Female,Other,Graduate,YouTube,Education,7.9,229,0.8,1.8,5.6,Very High,5.8
21,Male,Other,Undergraduate,Facebook,Networking,5.9,209,3.2,0.5,6.2,Very High,6.3
19,Female,USA,Undergraduate,LinkedIn,Education,3.0,115,4.9,2.8,9.1,Low,7.7
18,Female,Australia,High School,LinkedIn,Education,6.2,202,1.4,1.8,5.7,Very High,5.6
21,Male,Italy,Undergraduate,TikTok,Entertainment,5.1,175,2.6,1.7,7.3,High,4.7
18,Male,Other,High School,Snapchat,Entertainment,4.8,166,3.7,2.0,5.8,Medium,6.8
21,Male,Germany,Undergraduate,Instagram,Entertainment,3.5,134,4.0,2.6,7.2,Medium,8.5
24,Female,Other,Graduate,Facebook,Networking,6.2,197,2.5,0.8,5.1,Very High,4.7
24,Male,Germany,Graduate,Snapchat,Entertainment,6.9,227,1.4,0.7,5.1,Very High,4.4
20,Female,Other,Undergraduate,TikTok,Entertainment,6.3,223,1.7,1.2,5.6,Very High,3.9
22,Male,Other,Undergraduate,Snapchat,Entertainment,6.6,226,0.9,2.1,5.0,Very High,5.2
21,Male,Turkey,Undergraduate,Instagram,Entertainment,5.3,172,2.6,0.4,6.5,High,6.1
23,Male,India,Graduate,TikTok,Entertainment,2.2,113,5.5,2.7,7.2,Medium,8.4
21,Male,Other,Undergraduate,LinkedIn,Education,3.8,122,3.2,2.1,7.2,Medium,8.7
24,Female,Other,Graduate,Facebook,Networking,7.2,237,0.9,1.1,4.8,Very High,4.2
18,Male,Canada,High School,Instagram,Entertainment,6.4,196,2.4,1.8,5.7,High,4.8
20,Female,Ireland,Undergraduate,Instagram,Entertainment,4.8,164,3.3,2.0,6.9,High,7.4
24,Female,Other,Graduate,Instagram,Entertainment,3.6,133,4.2,1.5,9.3,Medium,9.0
19,Male,Other,Undergraduate,LinkedIn,Education,7.6,227,0.9,1.4,6.0,Very High,5.7
23,Female,Spain,Graduate,Facebook,Networking,6.2,215,1.3,0.8,6.4,Very High,4.9
21,Male,Denmark,Undergraduate,Facebook,Networking,3.4,125,6.0,2.6,9.0,Low,8.0
24,Female,Other,Graduate,YouTube,Education,7.3,229,0.9,1.3,5.6,Very High,5.4
22,Male,India,Undergraduate,WhatsApp,News,6.4,205,1.1,1.3,5.1,Very High,5.0
22,Male,India,Undergraduate,Snapchat,Entertainment,4.6,146,4.0,1.7,6.8,Medium,6.8
24,Male,UK,Graduate,TikTok,Entertainment,5.6,204,1.0,0.6,5.6,High,4.9
21,Male,Turkey,Undergraduate,Instagram,Entertainment,3.9,150,4.9,2.9,8.1,Low,5.8
19,Male,Other,Undergraduate,Instagram,Entertainment,1.8,83,5.7,3.4,7.1,Medium,8.2
21,Male,Other,Undergraduate,TikTok,Entertainment,3.1,123,4.7,3.0,7.2,Medium,7.0
24,Male,Other,Graduate,Instagram,Entertainment,2.2,114,4.3,1.1,7.2,Low,7.0
21,Male,Mexico,Undergraduate,WhatsApp,News,6.1,203,1.2,2.6,6.3,Very High,5.8
19,Female,Germany,Undergraduate,Snapchat,Entertainment,5.3,183,2.1,0.5,7.2,Medium,6.4
21,Male,UK,Undergraduate,Instagram,Entertainment,5.4,179,1.8,1.0,7.0,Very High,5.7
18,Female,Other,High School,LinkedIn,Education,6.0,178,2.4,0.7,4.7,Very High,5.5
20,Female,Other,Undergraduate,TikTok,Entertainment,4.9,172,1.2,1.8,7.5,Medium,6.7
22,Male,Canada,Undergraduate,Twitter,News,5.0,158,2.0,1.9,6.8,Medium,6.3
20,Female,Other,Undergraduate,YouTube,Education,5.7,190,2.1,1.9,4.7,High,5.2
22,Female,USA,Undergraduate,LinkedIn,Education,4.3,163,3.0,1.1,7.0,High,6.3
20,Female,Sri Lanka,Undergraduate,Facebook,Networking,5.1,172,3.3,2.4,7.2,High,7.1
22,Male,Turkey,Undergraduate,TikTok,Entertainment,3.4,142,3.9,2.3,8.0,Medium,6.0
20,Male,Other,Undergraduate,Twitter,News,8.0,222,0.8,0.7,5.5,Very High,5.2
20,Female,Other,Undergraduate,Twitter,News,6.9,227,1.3,1.4,5.0,High,5.5
22,Female,Other,Undergraduate,Instagram,Entertainment,4.5,148,2.8,1.8,6.6,High,7.1
21,Male,Turkey,Undergraduate,Instagram,Entertainment,6.9,215,1.3,1.8,6.0,High,5.2
19,Male,India,Undergraduate,LinkedIn,Education,5.6,170,1.3,1.6,6.5,High,6.5
18,Male,Other,High School,Facebook,Networking,5.9,211,3.2,1.9,5.1,High,4.2
20,Female,USA,Undergraduate,TikTok,Entertainment,7.8,226,1.2,1.8,4.9,Very High,5.1
23,Male,Other,Graduate,Instagram,Entertainment,3.4,147,4.2,1.4,8.3,Low,7.2
23,Male,Other,Graduate,YouTube,Education,1.7,79,5.8,2.3,7.3,Low,8.0
23,Male,USA,Graduate,Twitter,News,5.2,175,2.4,1.1,6.7,Medium,5.9
19,Male,USA,Undergraduate,YouTube,Education,5.8,175,2.0,0.4,5.3,Very High,5.6
23,Male,Other,Graduate,LinkedIn,Education,5.7,208,2.6,1.9,6.0,Very High,4.7
22,Male,Russia,Undergraduate,VKontakte,Entertainment,4.6,154,2.4,2.2,7.2,High,7.1
19,Female,Other,Undergraduate,LinkedIn,Education,5.5,174,3.2,2.0,6.7,Very High,6.2
20,Male,Nepal,Undergraduate,Facebook,Networking,4.6,144,4.3,1.5,7.6,High,7.2
20,Female,UAE,Undergraduate,Instagram,Entertainment,7.0,211,2.1,1.4,5.8,Very High,5.1
23,Male,Poland,Graduate,Facebook,Networking,6.8,214,1.4,1.8,6.4,Very High,5.5
24,Female,Germany,Graduate,TikTok,Entertainment,3.1,135,4.5,2.9,8.0,Medium,7.5
20,Male,UK,Undergraduate,Facebook,Networking,6.2,219,0.8,2.0,6.2,High,4.9
22,Female,USA,Undergraduate,YouTube,Education,6.1,226,1.5,1.2,5.4,Very High,4.9
22,Male,Other,Undergraduate,Snapchat,Entertainment,6.9,226,0.9,1.6,4.7,Very High,5.0
21,Male,Other,Undergraduate,YouTube,Education,6.2,207,0.8,0.8,5.6,High,4.4
20,Male,Other,Undergraduate,Instagram,Entertainment,5.7,172,1.9,1.5,6.6,High,7.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,5.4,186,2.5,1.6,6.7,Medium,6.0
19,Female,Other,Undergraduate,LinkedIn,Education,5.8,174,3.2,2.2,6.0,Very High,6.4
18,Female,UK,High School,Twitter,News,3.4,122,5.6,1.7,6.6,High,6.9
18,Male,Canada,High School,LinkedIn,Education,6.1,194,1.2,2.1,6.0,High,5.5
24,Male,Turkey,Graduate,TikTok,Entertainment,6.7,218,1.2,1.6,6.1,Very High,5.5
22,Male,India,Undergraduate,WhatsApp,Education,6.4,210,1.3,2.1,5.5,High,4.8
23,Female,Australia,Graduate,LinkedIn,Education,7.4,232,0.5,0.0,5.0,Very High,4.5
21,Female,Other,Undergraduate,Twitter,News,6.4,222,1.1,1.2,6.0,High,4.3
19,Male,Other,Undergraduate,TikTok,Entertainment,7.0,208,1.1,1.1,5.2,Very High,5.5
22,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.4,154,3.9,2.1,6.3,High,4.7
18,Male,Other,High School,Snapchat,Entertainment,1.2,86,6.1,2.3,8.3,Low,7.3
21,Female,India,Undergraduate,YouTube,Education,6.9,233,1.0,0.9,5.5,Very High,4.9
19,Male,Other,Undergraduate,LinkedIn,Education,3.7,136,2.8,2.1,9.0,Medium,8.2
20,Female,Canada,Undergraduate,Facebook,Networking,4.4,154,4.1,1.9,6.4,High,6.0
22,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.2,154,4.2,2.1,6.7,High,4.7
22,Female,Other,Undergraduate,LinkedIn,Education,1.7,100,6.6,2.4,7.3,Low,8.3
24,Male,Other,Graduate,TikTok,Entertainment,6.6,209,1.2,1.8,5.6,Very High,5.5
21,Male,Other,Undergraduate,LinkedIn,Education,3.1,120,5.8,2.1,8.7,Low,8.3
19,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.3,159,2.1,2.2,5.2,High,6.3
21,Female,India,Undergraduate,YouTube,Education,2.4,94,5.7,3.2,7.2,Low,7.2
21,Female,Australia,Undergraduate,Facebook,Networking,7.2,220,2.1,2.5,5.8,Very High,3.9
19,Female,Japan,Undergraduate,LINE,Education,3.5,143,5.5,2.6,8.1,Medium,8.2
20,Female,Other,Undergraduate,TikTok,Entertainment,3.7,157,5.5,2.2,9.1,Medium,8.6
22,Male,Russia,Undergraduate,VKontakte,Entertainment,3.7,140,3.1,1.8,8.4,Low,7.3
19,Male,UK,Undergraduate,Snapchat,Entertainment,3.7,140,3.2,2.6,6.3,Low,6.9
21,Female,Other,Undergraduate,Instagram,Entertainment,6.8,233,0.8,1.5,5.1,Very High,6.1
20,Male,Vatican City,Undergraduate,YouTube,Education,4.5,170,4.0,1.2,5.9,Medium,6.3
24,Male,Other,Graduate,Snapchat,Entertainment,1.4,68,5.8,3.0,9.1,Low,7.5
22,Male,Canada,Undergraduate,TikTok,Entertainment,3.7,122,4.2,1.8,8.4,Low,6.0
21,Female,Italy,Undergraduate,TikTok,Entertainment,5.1,155,2.9,1.9,7.1,High,6.7
23,Male,Other,Graduate,Snapchat,Entertainment,6.5,218,1.6,2.2,5.1,Very High,5.3
19,Male,Other,Undergraduate,TikTok,Entertainment,7.3,213,1.2,1.8,5.3,Very High,5.3
23,Female,Chile,Graduate,LinkedIn,Education,2.8,93,6.5,1.9,7.2,Medium,8.2
19,Female,Other,Undergraduate,LinkedIn,Education,5.1,151,2.3,2.3,6.3,High,6.6
19,Male,USA,Undergraduate,LinkedIn,Education,2.2,111,5.3,2.2,7.5,Low,8.8
20,Female,USA,Undergraduate,TikTok,Entertainment,8.3,270,1.3,1.5,3.7,Very High,5.2
